RuleUrn,InflectionClasses,Ending,Person,Number,Tense,Mood,Voice
verbinfl.ew_impf_indic1,ew_contract,oun,1st,sg,impft,indic,act
verbinfl.ew_impf_indic2,ew_contract,eis,2nd,sg,impft,indic,act
verbinfl.ew_impf_indic3,ew_contract,ei,3rd,sg,impft,indic,act
verbinfl.ew_impf_indic4,ew_contract,ei=ton,2nd,dual,impft,indic,act
verbinfl.ew_impf_indic5,ew_contract,ei/thn,3rd,dual,impft,indic,act
verbinfl.ew_impf_indic6,ew_contract,ou=men,1st,pl,impft,indic,act
verbinfl.ew_impf_indic7,ew_contract,ei=te,2nd,pl,impft,indic,act
verbinfl.ew_impf_indic8,ew_contract,oun,3rd,pl,impft,indic,act


verbinfl.ew_impf_indic9,ew_contract,oumhn,1st,sg,impft,indic,mid
verbinfl.ew_impf_indic10,ew_contract,ou=,2nd,sg,impft,indic,mid
verbinfl.ew_impf_indic11,ew_contract,ei=to,3rd,sg,impft,indic,mid
verbinfl.ew_impf_indic12,ew_contract,ei=sqon,2nd,dual,impft,indic,mid
verbinfl.ew_impf_indic13,ew_contract,eisqhn,3rd,dual,impft,indic,mid
verbinfl.ew_impf_indic14,ew_contract,oumeqa,1st,pl,impft,indic,mid
verbinfl.ew_impf_indic15,ew_contract,ei=sqe,2nd,pl,impft,indic,mid
verbinfl.ew_impf_indic16,ew_contract,ou=nto,3rd,pl,impft,indic,mid

verbinfl.ew_impf_indic17,ew_contract,oumhn,1st,sg,impft,indic,pass
verbinfl.ew_impf_indic18,ew_contract,ou=,2nd,sg,impft,indic,pass
verbinfl.ew_impf_indic19,ew_contract,ei=to,3rd,sg,impft,indic,pass
verbinfl.ew_impf_indic20,ew_contract,ei=sqon,2nd,dual,impft,indic,pass
verbinfl.ew_impf_indic21,ew_contract,eisqhn,3rd,dual,impft,indic,pass
verbinfl.ew_impf_indic22,ew_contract,oumeqa,1st,pl,impft,indic,pass
verbinfl.ew_impf_indic23,ew_contract,ei=sqe,2nd,pl,impft,indic,pass
verbinfl.ew_impf_indic24,ew_contract,ou=nto,3rd,pl,impft,indic,pass
